date, pm25, pm10, o3, no2, so2, co
2017/9/24, , 15, 17, 9, , 
2017/9/25, , 12, 19, 17, , 
2017/9/26, , 22, 26, 12, , 
2017/9/27, , 29, 36, 20, , 
2017/9/28, , 46, 25, 22, , 
2017/9/29, , 21, 24, 20, , 
2017/9/30, , 29, 21, 17, , 
2017/10/1, , 23, 1, 31, , 
2017/4/2, , 54, 40, 7, , 2
2017/4/3, , 60, 47, 24, , 8
2017/4/4, , 69, 47, 22, , 7
2017/4/5, , 60, 71, 39, , 12
2017/4/6, , 76, 62, 25, , 7
2017/4/7, , 67, 46, 23, , 6
2017/4/8, , 64, 61, 19, , 6
2017/4/9, , 65, 48, 18, , 6
2017/4/10, , 61, 50, 24, , 6
2017/4/11, , 51, 42, 24, , 5
2017/4/12, , 56, 16, 22, , 6
2017/4/13, , 72, , , , 
2017/4/17, , 55, 51, 18, , 4
2017/4/18, , 55, 70, 25, , 6
2017/4/19, , 66, 63, 19, , 6
2017/4/20, , 55, 87, 24, , 7
2017/4/21, , 64, 75, 16, , 4
2017/4/22, , 70, 75, 20, , 6
2017/4/23, , 67, 62, 13, , 3
2017/4/24, , 56, 77, 19, , 5
2017/4/25, , 65, 59, 16, , 4
2017/4/26, , 63, 66, 21, , 4
2017/4/27, , 56, 93, 33, , 9
2017/4/28, , 73, 32, 20, , 3
2017/4/29, , 41, 79, 22, , 7
2017/4/30, , 74, 72, 23, , 7
2017/5/1, , 66, 19, 26, , 4
2017/5/2, , 66, 60, 25, , 7
2017/5/3, , 73, 45, 19, , 6
2017/5/4, , 60, 99, 24, , 7
2017/5/5, , 65, 66, 19, , 5
2017/5/6, , 65, 51, 18, , 6
2017/5/7, , 70, 47, 16, , 6
2017/5/8, , 57, 48, 19, , 7
2017/5/9, , 71, 65, 18, , 6
2017/5/10, , 65, 70, 15, , 5
2017/5/11, , 64, 66, 18, , 6
2017/5/12, , 62, 56, 15, , 3
2017/5/13, , 63, 59, 15, , 5
2017/5/14, , 68, 73, 13, , 6
2017/5/15, , 57, 64, 14, , 4
2017/5/16, , 62, 56, 19, , 4
2017/5/17, , 64, 50, 18, , 5
2017/5/18, , 69, 59, 18, , 5
2017/5/19, , 62, 45, 20, , 6
2017/5/20, , 66, 60, 24, , 8
2017/5/21, , 70, 90, 23, , 6
2017/5/22, , 65, 59, 23, , 7
2017/5/23, , 76, 58, 14, , 5
2017/5/24, , 72, 76, 13, , 4
2017/5/25, , 60, 72, 13, , 4
2017/5/26, , 67, 106, 22, , 7
2017/5/27, , 71, 127, 24, , 5
2017/5/28, , 55, 68, 11, , 4
2017/5/29, , 57, 99, 15, , 5
2017/5/30, , 68, 77, 14, , 4
2017/5/31, , 53, 121, 22, , 5
2017/6/1, , 54, 122, 17, , 4
2017/6/2, , 62, 96, 22, , 6
2017/6/3, , 67, 77, 21, , 5
2017/6/4, , 62, 93, 17, , 4
2017/6/5, , 56, 106, 21, , 6
2017/6/6, , 64, 102, 13, , 4
2017/6/7, , 62, 77, 13, , 4
2017/6/8, , 58, 77, 23, , 6
2017/6/9, , 38, 125, 23, , 5
2017/6/10, , 41, 87, 20, , 5
2017/6/11, , 41, 76, 22, , 5
2017/6/12, , 39, 141, 23, , 5
2017/6/13, , 55, 92, 20, , 5
2017/6/14, , 56, 60, 17, , 4
2017/6/15, , 48, 60, 14, , 3
2017/6/16, , 35, 93, 17, , 4
2017/6/17, , 51, 98, 17, , 5
2017/6/18, , 54, 63, 13, , 4
2017/6/19, , 38, 74, 24, , 6
2017/6/20, , 46, 57, 18, , 3
2017/6/21, , 45, 68, 15, , 3
2017/6/22, , 47, 95, 10, , 3
2017/6/23, , 44, 60, 11, , 3
2017/6/24, , 44, 76, 23, , 5
2017/6/25, , 42, 51, 14, , 3
2017/6/26, , 25, 26, 14, , 2
2017/6/27, , 20, 37, 14, , 3
2017/6/28, , 26, 24, 17, , 4
2017/6/29, , 20, 51, 21, , 4
2017/6/30, , 35, 40, 27, , 5
2017/7/1, , 28, 2, 31, , 6
2017/1/4, , 60, 54, 52, , 26
2017/1/5, , 93, 32, 36, , 21
2017/1/6, , 81, 32, 33, , 15
2017/1/7, , 72, 48, 40, , 19
2017/1/8, , 77, 31, 20, , 9
2017/1/9, , 55, 34, 26, , 14
2017/1/10, , 64, 38, 42, , 25
2017/1/11, , 88, 47, 46, , 28
2017/1/12, , 64, 42, 41, , 20
2017/1/13, , 75, 35, 35, , 16
2017/1/14, , 79, 31, 35, , 19
2017/1/15, , 79, 24, 34, , 29
2017/1/16, , 78, 22, 25, , 18
2017/1/17, , 71, 9, 23, , 13
2017/1/18, , 52, 8, 24, , 7
2017/1/19, , 70, 22, 17, , 8
2017/1/20, , 53, 21, 15, , 7
2017/1/21, , 58, 26, 21, , 12
2017/1/22, , 66, 34, 32, , 22
2017/1/23, , 67, 34, 33, , 27
2017/1/24, , 82, 32, 31, , 13
2017/1/25, , 85, 26, 26, , 14
2017/1/26, , 65, 38, 28, , 13
2017/1/27, , 60, 32, 26, , 14
2017/1/28, , 81, 34, 28, , 13
2017/1/29, , 68, 30, 18, , 7
2017/1/30, , 55, 33, 19, , 7
2017/1/31, , 55, 22, 29, , 15
2017/2/1, , 63, 1, 26, , 28
2017/2/2, , 63, 40, 24, , 
2017/2/3, , 59, 52, 25, , 
2017/2/4, , 63, 70, 28, , 
2017/2/5, , 70, 74, 26, , 
2017/2/6, , 62, 54, 23, , 
2017/2/7, , 56, 69, 32, , 
2017/2/8, , 57, 90, 42, , 
2017/2/9, , 84, 60, 33, , 
2017/2/10, , 76, 81, 28, , 
2017/2/11, , 59, 70, 38, , 
2017/2/12, , 84, 70, 24, , 
2017/2/13, , 55, 64, 20, , 
2017/2/14, , 63, 47, 25, , 
2017/2/15, , 64, 45, 19, , 
2017/2/16, , 62, 32, 13, , 
2017/2/17, , 67, 34, 17, , 
2017/2/18, , 53, 31, 10, , 
2017/2/19, , 39, 28, 9, , 
2017/2/20, , 25, 42, 19, , 
2017/2/21, , 44, 64, 29, , 
2017/2/22, , 63, 71, 29, , 
2017/2/23, , 61, 46, 19, , 3
2017/2/24, , 54, 73, 25, , 6
2017/2/25, , 58, 65, 21, , 5
2017/2/26, , 59, 60, 17, , 5
2017/2/27, , 49, 53, 19, , 6
2017/2/28, , 51, 60, 24, , 4
2017/3/1, , 59, 25, 14, , 2
2017/3/2, , 51, 69, 28, , 7
2017/3/3, , 73, 49, 20, , 3
2017/3/4, , 55, 64, 19, , 3
2017/3/5, , 54, 59, 19, , 4
2017/3/6, , 45, 59, 21, , 5
2017/3/7, , 58, 89, 23, , 5
2017/3/8, , 65, 56, 18, , 2
2017/3/9, , 51, 65, 25, , 6
2017/3/10, , 59, 72, 25, , 5
2017/3/11, , 51, 51, 23, , 4
2017/3/12, , 42, 47, 28, , 10
2017/3/13, , 47, 53, 23, , 7
2017/3/14, , 42, 59, 24, , 3
2017/3/15, , 45, 65, 30, , 7
2017/3/16, , 61, 67, 25, , 5
2017/3/17, , 58, 71, 29, , 8
2017/3/18, , 58, 68, 26, , 8
2017/3/19, , 58, 57, 20, , 4
2017/3/20, , 47, 66, 21, , 5
2017/3/21, , 59, 76, 24, , 5
2017/3/22, , 58, 90, 31, , 8
2017/3/23, , 63, 61, 24, , 7
2017/3/24, , 63, 63, 19, , 4
2017/3/25, , 58, 55, 17, , 5
2017/3/26, , 57, 44, 16, , 4
2017/3/27, , 54, 67, 21, , 7
2017/3/28, , 54, 59, 25, , 7
2017/3/29, , 67, , , , 
2017/3/31, , 78, 51, 24, , 6
2017/4/1, , 70, 22, 26, , 4
2016/10/29, , 45, 32, 14, 4, 7
2016/10/30, , 30, 36, 19, , 9
2016/10/31, , 44, 40, 23, , 12
2016/11/1, , 58, 3, 33, , 18
2016/11/2, , 82, 62, 27, , 10
2016/11/3, , 67, 31, 22, , 9
2016/11/4, , 64, 23, 14, , 
2016/11/5, , 37, 29, 16, , 
2016/11/6, , 40, 42, 20, , 
2016/11/7, , 53, 40, 20, , 4
2016/11/8, , 50, 34, 17, , 4
2016/11/9, , 43, 25, 14, , 1
2016/11/10, , 31, 16, 16, , 4
2016/11/11, , 34, 17, 17, , 
2016/11/12, , 40, 11, 15, , 
2016/11/13, , 15, 10, 11, , 
2016/11/14, , 8, 25, 22, , 
2016/11/15, , 36, 25, 18, , 10
2016/11/16, , 56, 33, 16, , 5
2016/11/17, , 33, 30, 21, , 9
2016/11/18, , 55, 50, 30, , 14
2016/11/19, , 55, 28, 14, , 4
2016/11/20, , 37, 35, 16, , 8
2016/11/21, , 33, 38, 22, , 13
2016/11/22, , 55, 50, 33, , 20
2016/11/23, , 75, 43, 31, , 16
2016/11/24, , 70, 38, 22, , 10
2016/11/25, , 29, 34, 28, , 15
2016/11/26, , 62, 33, 23, , 11
2016/11/27, , 46, 39, 24, , 11
2016/11/28, , 51, 40, 31, , 14
2016/11/29, , 64, 23, 22, , 10
2016/11/30, , 63, 26, 21, , 12
2016/12/1, , 53, 4, 21, , 8
2016/12/2, , 42, 13, 17, , 12
2016/12/3, , 59, 13, 13, , 9
2016/12/4, , 41, 18, 9, , 7
2016/12/5, , 25, 26, 26, , 12
2016/12/6, , 38, 35, 26, , 25
2016/12/7, , 83, 31, 27, , 23
2016/12/8, , 82, 34, 31, , 23
2016/12/9, , 82, 33, 26, , 18
2016/12/10, , 83, 32, 24, , 12
2016/12/11, , 49, 41, 30, , 22
2016/12/12, , 70, 34, 34, , 22
2016/12/13, , 83, 43, 37, , 24
2016/12/14, , 85, 52, 43, , 27
2016/12/15, , 72, 43, 45, , 29
2016/12/16, , 73, 52, 40, , 18
2016/12/17, , 86, 35, 35, , 17
2016/12/18, , 78, 34, 33, , 30
2016/12/19, , 77, 31, 34, , 27
2016/12/20, , 78, 27, 22, , 8
2016/12/21, , 43, 32, 27, , 11
2016/12/22, , 40, 42, 35, , 21
2016/12/23, , 67, 45, 38, , 20
2016/12/24, , 85, 38, 35, , 21
2016/12/25, , 92, 33, 27, , 20
2016/12/26, , 69, 27, 28, , 18
2016/12/27, , 64, 37, 28, , 22
2016/12/28, , 78, 32, 30, , 11
2016/12/29, , 59, 30, 32, , 19
2016/12/30, , 76, 29, 22, , 10
2016/12/31, , 41, 30, 20, , 8
2017/1/1, , 60, 9, 25, , 13
2017/1/2, , 72, , , , 
2016/5/18, , 50, 49, 17, , 9
2016/5/19, , 53, 45, 19, , 10
2016/5/20, , 59, 48, 20, , 11
2016/5/21, , 64, 59, 17, , 11
2016/5/22, , 56, 46, 9, , 7
2016/5/23, , 43, 61, 14, , 9
2016/5/24, , 59, 58, 14, , 9
2016/5/25, , 55, 68, 14, , 11
2016/5/26, , 66, 72, 15, , 16
2016/5/27, , 72, 49, 16, , 15
2016/5/28, , 64, 65, 18, , 13
2016/5/29, , 60, 27, 15, , 3
2016/5/30, , 52, , , , 
2015/10/3, , 39, 40, 16, , 8
2015/10/4, , 54, 23, 8, , 5
2015/10/5, , 22, 37, 10, , 6
2015/10/6, , 32, 48, 10, , 6
2015/10/7, , 39, 50, 13, , 7
2015/10/8, , 39, 34, 11, , 5
2015/10/9, , 26, 33, 10, , 6
2015/10/10, , 37, 33, 10, , 5
2015/10/11, , 33, 35, 10, , 6
2015/10/12, , 32, 47, 9, , 6
2015/10/13, , 37, 24, 21, , 13
2015/10/14, , 59, 2, 26, , 15
2015/10/15, , 79, , , , 
2015/10/22, , 70, 29, 17, , 11
2015/10/23, , 53, 7, 10, , 5
2015/10/24, , 9, , , , 
2015/4/2, , 56, 30, 16, 2, 8
2015/4/3, , 54, 49, 14, 1, 6
2015/4/4, , 45, 54, 15, 4, 6
2015/4/5, , 51, 50, 12, 2, 6
2015/4/6, , 48, 47, 12, 2, 6
2015/4/7, , 49, 98, 19, 3, 8
2015/4/8, , 63, 60, 12, 3, 6
2015/4/9, , 63, 41, 10, 2, 6
2015/4/10, , 55, 46, 11, 1, 7
2015/4/11, , 57, 40, 11, 1, 6
2015/4/12, , 54, 35, 7, , 5
2015/4/13, , 54, 31, 9, , 5
2015/4/14, , 49, 37, 9, , 6
2015/4/15, , 57, 35, 8, 2, 5
2015/4/16, , 64, 34, 9, 3, 6
2015/4/17, , 55, 30, 13, 5, 7
2015/4/18, , 61, , , , 
2015/4/20, , 48, 33, 9, 5, 7
2015/4/21, , 53, 39, 11, 5, 8
2015/4/22, , 64, 35, 10, 3, 5
2015/4/23, , 59, 38, 9, 3, 5
2015/4/24, , 56, 35, 9, 3, 6
2015/4/25, , 60, 42, 12, 4, 8
2015/4/26, , 68, 33, 8, 2, 6
2015/4/27, , 49, 30, 8, 2, 6
2015/4/28, , 61, 37, 11, 3, 6
2015/4/29, , 57, 27, 10, 1, 3
2015/4/30, , 42, 34, 14, 3, 7
2015/5/1, , 60, 38, 10, 3, 7
2015/5/2, , 50, 32, 8, 1, 6
2015/5/3, , 40, 17, 16, , 10
2015/5/4, , 59, 26, 10, , 6
2015/5/5, , 50, 24, 8, 3, 5
2015/5/6, , 50, 27, 8, 2, 5
2015/5/7, , 51, 41, 11, 3, 7
2015/5/8, , 64, 52, 9, 1, 5
2015/5/9, , 59, 48, 14, 3, 8
2015/5/10, , 77, 11, 12, 1, 8
2015/5/11, , 53, 40, 6, 2, 5
2015/5/12, , 83, 54, 17, 3, 9
2015/5/13, , 74, 48, 18, 3, 8
2015/5/14, , 64, 66, 14, 3, 9
2015/5/15, , 67, 49, 12, 3, 6
2015/5/16, , 54, 41, 10, 3, 8
2015/5/17, , 71, 44, 9, 4, 5
2015/5/18, , 47, 53, 12, 5, 8
2015/5/19, , 63, 35, 7, 4, 5
2015/5/20, , 67, 41, 10, 4, 6
2015/5/21, , 56, 47, 6, 2, 5
2015/5/22, , 53, 28, 7, 2, 3
2015/5/23, , 37, 53, 8, 2, 6
2015/5/24, , 70, 38, 5, , 5
2015/5/25, , 51, 51, 8, 2, 3
2015/5/26, , 58, , , , 
2015/5/31, , 49, 42, 10, 3, 5
2015/6/1, , 32, 33, 11, 3, 5
2015/6/2, , 33, 49, 9, 2, 7
2015/6/3, , 62, , , , 
2015/6/5, , 71, 28, 7, 2, 4
2015/6/6, , 44, , , , 
2015/1/2, , 75, 22, 13, 6, 9
2015/1/3, , 60, 20, 12, 7, 11
2015/1/4, , 51, 19, 15, 7, 17
2015/1/5, , 65, 21, 15, 6, 8
2015/1/6, , 49, 30, 19, 6, 12
2015/1/7, , 71, 31, 17, 7, 10
2015/1/8, , 63, 28, 14, 7, 8
2015/1/9, , 46, 36, 23, 7, 16
2015/1/10, , 91, 35, 21, 7, 16
2015/1/11, , 80, 31, 19, 7, 16
2015/1/12, , 58, 34, 22, 8, 18
2015/1/13, , 79, 23, 27, 10, 27
2015/1/14, , 129, 29, 22, 9, 23
2015/1/15, , 111, 3, 28, 11, 22
2015/1/16, , 91, , , , 
2015/1/22, , 72, 19, 15, 7, 15
2015/1/23, , 75, 25, 14, 6, 15
2015/1/24, , 65, 24, 12, 5, 8
2015/1/25, , 56, 24, 16, 6, 16
2015/1/26, , 61, 19, 23, 7, 19
2015/1/27, , 62, 34, 28, 9, 29
2015/1/28, , 129, 27, 29, 9, 23
2015/1/29, , 129, 29, 26, 9, 24
2015/1/30, , 116, 24, 16, 7, 8
2015/1/31, , 51, 18, 10, 5, 9
2015/2/1, , 66, 13, 11, 5, 10
2015/2/2, , 33, 11, 9, 4, 9
2015/2/3, , 22, 15, 8, 5, 7
2015/2/4, , 19, 26, 17, 6, 14
2015/2/5, , 51, 27, 23, 8, 17
2015/2/6, , 75, 25, 25, 8, 18
2015/2/7, , 101, 43, 33, 9, 30
2015/2/8, , 140, 42, 30, 8, 26
2015/2/9, , 87, 30, 24, 8, 21
2015/2/10, , 105, 29, 24, 6, 11
2015/2/11, , 87, 33, 22, 7, 15
2015/2/12, , 68, 18, 20, 6, 11
2015/2/13, , 47, 17, 14, 5, 8
2015/2/14, , 19, 12, 15, 5, 10
2015/2/15, , 30, 15, 16, 6, 19
2015/2/16, , 47, 8, 14, 6, 11
2015/2/17, , 42, 32, 19, 5, 12
2015/2/18, , 55, 36, 23, 5, 16
2015/2/19, , 84, 40, 21, 3, 9
2015/2/20, , 69, 27, 16, 9, 6
2015/2/21, , 51, 46, 20, 22, 8
2015/2/22, , 65, 12, 17, 21, 8
2015/2/23, , 42, 52, 25, 3, 20
2015/2/24, , 102, 38, 13, 3, 6
2015/2/25, , 58, 28, 13, 5, 5
2015/2/26, , 61, 28, 13, 6, 7
2015/2/27, , 64, 31, 20, 6, 9
2015/2/28, , 63, 44, 22, 7, 10
2015/3/1, , 68, 46, 22, 7, 12
2015/3/2, , 65, 44, 22, 7, 8
2015/3/3, , 57, 34, 17, 7, 6
2015/3/4, , 69, 24, 20, 6, 8
2015/3/5, , 67, 29, 26, 7, 8
2015/3/6, , 60, 44, 18, 6, 6
2015/3/7, , 63, 46, 14, 3, 5
2015/3/8, , 58, 37, 13, 3, 5
2015/3/9, , 50, 23, 13, 2, 5
2015/3/10, , 49, 15, 24, 3, 8
2015/3/11, , 40, 24, 19, 3, 6
2015/3/12, , 24, 35, 19, 2, 6
2015/3/13, , 35, 26, 12, 3, 5
2015/3/14, , 48, 12, 11, , 4
2015/3/15, , 16, 18, 7, , 3
2015/3/16, , 7, 20, 11, , 5
2015/3/17, , 11, 17, 11, , 4
2015/3/18, , 17, 20, 12, 3, 8
2015/3/19, , 37, 16, 9, 2, 6
2015/3/20, , 28, 17, 11, 2, 7
2015/3/21, , 36, 14, 10, , 6
2015/3/22, , 35, 28, 9, , 6
2015/3/23, , 27, 35, 10, 2, 4
2015/3/24, , 42, 36, 12, 3, 6
2015/3/25, , 51, 21, 11, 3, 6
2015/3/26, , 51, 33, 13, 3, 7
2015/3/27, , 52, 35, 12, 2, 6
2015/3/28, , 54, 32, 12, 1, 5
2015/3/29, , 48, 45, 15, 2, 7
2015/3/30, , 49, 44, 15, 3, 6
2015/3/31, , 52, 35, 14, 3, 5
2015/4/1, , 48, 31, 16, 3, 7
2014/10/2, , 29, 19, 9, 3, 8
2014/10/3, , 24, 18, 7, 3, 8
2014/10/4, , 25, 29, 9, 3, 8
2014/10/5, , 23, 26, 8, 3, 10
2014/10/6, , 18, 24, 12, 3, 14
2014/10/7, , 25, 38, 11, 3, 10
2014/10/8, , 32, 42, 14, 3, 11
2014/10/9, , 51, 42, 15, 4, 13
2014/10/10, , 57, 73, 15, 4, 13
2014/10/11, , 61, 57, 14, 3, 13
2014/10/12, , 60, 40, 8, 3, 6
2014/10/13, , 31, 53, 12, 3, 11
2014/10/14, , 42, 32, 12, 3, 10
2014/10/15, , 45, 36, 13, 3, 8
2014/10/16, , 50, 47, 17, 4, 14
2014/10/17, , 73, 45, 18, 4, 14
2014/10/18, , 69, 54, 16, 3, 14
2014/10/19, , 62, 27, 13, 3, 10
2014/10/20, , 40, 28, 10, 3, 9
2014/10/21, , 24, 28, 9, 3, 8
2014/10/22, , 23, 32, 8, 3, 8
2014/10/23, , 31, 24, 12, 3, 10
2014/10/24, , 46, 31, 13, 4, 9
2014/10/25, , 45, 36, 11, 4, 8
2014/10/26, , 40, 36, 14, 4, 12
2014/10/27, , 50, 57, 18, 5, 16
2014/10/28, , 73, 75, 15, 4, 14
2014/10/29, , 74, 54, 16, 4, 12
2014/10/30, , 67, 47, 19, 4, 11
2014/10/31, , 68, 37, 13, 3, 9
2014/11/1, , 56, 40, 12, 4, 10
2014/11/2, , 50, 42, 12, 4, 13
2014/11/3, , 52, 26, 16, 5, 16
2014/11/4, , 68, 16, 15, 4, 12
2014/11/5, , 61, 13, 13, , 8
2014/11/6, , 20, 16, 13, 5, 13
2014/11/7, , 20, 18, 12, 5, 11
2014/11/8, , 20, 15, 13, 5, 10
2014/11/9, , 42, 29, 17, 5, 11
2014/11/10, , 41, 18, 19, 5, 14
2014/11/11, , 44, 8, 15, 6, 10
2014/11/12, , 17, 17, 13, 4, 8
2014/11/13, , 25, 21, 14, 5, 14
2014/11/14, , 51, 37, 21, 5, 17
2014/11/15, , 70, 24, 17, 5, 12
2014/11/16, , 48, 18, 14, 5, 11
2014/11/17, , 39, 21, 14, 5, 13
2014/11/18, , 51, 20, 18, 6, 16
2014/11/19, , 66, 30, 22, 7, 20
2014/11/20, , 86, 24, 27, 6, 20
2014/11/21, , 83, 2, 26, 7, 16
2014/11/22, , 74, , , , 
2014/11/25, , 85, 27, 23, 6, 15
2014/11/26, , 75, 35, 27, 6, 14
2014/11/27, , 91, 34, 25, 7, 13
2014/11/28, , 87, 37, 30, 6, 12
2014/11/29, , 71, 45, 34, 8, 26
2014/11/30, , 117, 38, 29, 7, 28
2014/12/1, , 97, 39, 34, 9, 28
2014/12/2, , 110, 40, 30, 8, 19
2014/12/3, , 111, 44, 36, 8, 22
2014/12/4, , 121, 58, 43, 9, 30
2014/12/5, , 146, 51, 40, 9, 26
2014/12/6, , 114, 47, 34, 8, 28
2014/12/7, , 130, 36, 33, 8, 25
2014/12/8, , 97, 27, 24, 6, 13
2014/12/9, , 60, 30, 19, 6, 11
2014/12/10, , 57, 3, 36, 8, 29
2014/12/11, , 141, , , , 
2014/12/13, , 68, 26, 26, 6, 16
2014/12/14, , 64, 23, 17, 5, 16
2014/12/15, , 37, 31, 25, 6, 17
2014/12/16, , 67, 29, 20, 7, 17
2014/12/17, , 74, 28, 22, 7, 15
2014/12/18, , 67, 27, 19, 6, 13
2014/12/19, , 75, 31, 19, 6, 13
2014/12/20, , 75, 24, 21, 7, 19
2014/12/21, , 90, 23, 19, 6, 14
2014/12/22, , 67, 21, 18, 7, 15
2014/12/23, , 73, 23, 18, 7, 14
2014/12/24, , 71, 28, 20, 8, 18
2014/12/25, , 88, 25, 21, 6, 16
2014/12/26, , 77, 22, 18, 7, 15
2014/12/27, , 62, 15, 20, 7, 16
2014/12/28, , 70, 17, 15, 6, 14
2014/12/29, , 53, , , , 
2014/7/2, , 29, 23, 10, 1, 9
2014/7/3, , 32, 25, 13, , 8
2014/7/4, , 30, 18, 16, , 11
2014/7/5, , 28, 24, 13, , 7
2014/7/6, , 19, 25, 12, 2, 9
2014/7/7, , 26, 36, 13, , 8
2014/7/8, , 25, 37, 13, 2, 8
2014/7/9, , 38, 9, 7, , 5
2014/7/10, , 13, , , , 
2014/7/15, , 38, 41, 14, , 8
2014/7/16, , 31, 45, 16, , 10
2014/7/17, , 45, 40, 10, 1, 8
2014/7/18, , 30, 55, 13, , 9
2014/7/19, , 37, 49, 16, , 9
2014/7/20, , 28, 49, 19, 2, 14
2014/7/21, , 43, 40, 16, 2, 11
2014/7/22, , 43, 38, 14, 2, 8
2014/7/23, , 42, 37, 15, , 7
2014/7/24, , 43, 35, 13, , 6
2014/7/25, , 38, 39, 13, , 7
2014/7/26, , 30, 39, 14, 1, 8
2014/7/27, , 39, 40, 10, , 7
2014/7/28, , 34, 47, 14, 1, 8
2014/7/29, , 39, 40, 13, , 7
2014/7/30, , 27, 49, 15, , 8
2014/7/31, , 42, 56, 16, , 9
2014/8/1, , 33, 49, 14, 1, 10
2014/8/2, , 42, 46, 13, , 7
2014/8/3, , 28, 39, 15, 1, 11
2014/8/4, , 48, 36, 10, , 7
2014/8/5, , 39, 36, 11, , 8
2014/8/6, , 29, 83, 15, , 9
2014/8/7, , 32, 37, 12, , 8
2014/8/8, , 29, 44, 13, 1, 8
2014/8/9, , 30, 54, 12, , 7
2014/8/10, , 23, 46, 11, 1, 10
2014/8/11, , 24, 35, 11, , 7
2014/8/12, , 23, 33, 11, 2, 6
2014/8/13, , 25, 28, 12, , 7
2014/8/14, , 22, 35, 12, 2, 6
2014/8/15, , 27, 37, 13, 2, 7
2014/8/18, , 46, 39, 11, 1, 8
2014/8/19, , 44, 42, 11, , 7
2014/8/20, , 24, 34, 10, , 7
2014/8/21, , 27, 38, 10, , 7
2014/8/22, , 32, 37, 14, , 9
2014/8/23, , 38, 32, 11, , 7
2014/8/24, , 35, 37, 9, , 6
2014/8/25, , 23, 70, 11, , 8
2014/8/26, , 25, 43, 10, , 7
2014/8/27, , 29, 42, 10, , 6
2014/8/28, , 33, 53, 19, 2, 10
2014/8/29, , 56, 45, 11, , 9
2014/8/30, , 43, 44, 10, 1, 8
2014/8/31, , 34, 34, 8, , 8
2014/9/1, , 23, 37, 8, , 7
2014/9/2, , 19, 23, 10, , 7
2014/9/3, , 20, 16, 9, 2, 9
2014/9/4, , 28, 13, 7, , 6
2014/9/5, , 20, 21, 7, 1, 6
2014/9/6, , 28, 29, 9, 2, 8
2014/9/7, , 23, 35, 9, 2, 8
2014/9/8, , 25, 30, 13, 2, 9
2014/9/9, , 31, 31, 13, 2, 11
2014/9/10, , 42, 38, 12, 2, 9
2014/9/11, , 44, 35, 11, 2, 9
2014/9/12, , 27, 37, 10, , 6
2014/9/13, , 25, 21, 10, 3, 8
2014/9/14, , 23, 17, 5, 2, 7
2014/9/15, , 18, 33, 8, 3, 11
2014/9/16, , 36, 31, 9, 2, 8
2014/9/17, , 20, 28, 12, 2, 9
2014/9/18, , 30, 17, 10, 3, 9
2014/9/19, , 26, 22, 7, , 7
2014/9/20, , 21, 30, 11, 3, 11
2014/9/21, , 47, 41, 11, 3, 12
2014/9/22, , 41, 29, 10, , 8
2014/9/23, , 29, 21, 13, 3, 9
2014/9/24, , 26, 27, 12, 3, 9
2014/9/25, , 26, 32, 13, 3, 9
2014/9/26, , 27, 37, 11, 4, 8
2014/9/27, , 30, 43, 14, 3, 13
2014/9/28, , 43, 38, 12, 3, 10
2014/9/29, , 26, 29, 13, 3, 10
2014/9/30, , 30, 35, 10, 3, 9
2014/10/1, , 20, 32, 11, 3, 9
2014/4/2, , 73, 35, 13, 5, 6
2014/4/3, , 72, 34, 13, 4, 6
2014/4/4, , 93, 51, 20, 4, 10
2014/4/5, , 77, 42, 12, 3, 9
2014/4/6, , 80, 36, 14, 4, 10
2014/4/7, , 83, 37, 9, 3, 7
2014/4/8, , 57, 55, 13, 2, 6
2014/4/9, , 77, 65, 11, 2, 5
2014/4/10, , 63, 81, 10, 2, 5
2014/4/11, , 89, 47, 12, 4, 8
2014/4/12, , 66, 56, 14, 3, 9
2014/4/13, , 70, 42, 3, , 4
2014/4/14, , 65, 42, 10, 2, 7
2014/4/15, , 59, 48, 8, 3, 6
2014/4/16, , 61, 26, 6, 1, 8
2014/4/17, , 80, 33, 9, 2, 6
2014/4/18, , 49, 41, 7, 1, 6
2014/4/19, , 48, 44, 6, 1, 6
2014/4/20, , 53, 59, 8, 2, 7
2014/4/21, , 55, 50, 13, 3, 9
2014/4/22, , 76, 57, 11, 4, 8
2014/4/23, , 73, 48, 8, 3, 6
2014/4/24, , 64, 21, 8, , 6
2014/4/25, , 45, 26, 8, , 5
2014/4/26, , 61, 37, 11, 2, 8
2014/4/27, , 67, 33, 3, , 3
2014/4/28, , 53, 42, 7, , 3
2014/4/29, , 51, 46, 8, 2, 8
2014/4/30, , 63, 44, 7, 2, 6
2014/5/1, , 56, 38, 8, 1, 5
2014/5/3, , 71, 15, 5, , 5
2014/5/4, , 52, , , , 
2014/5/9, , 46, , , , 
2014/5/11, , 56, 42, 7, , 7
2014/5/12, , 55, 47, 6, , 7
2014/5/13, , 55, 41, 5, , 6
2014/5/14, , 57, 56, 7, 2, 5
2014/5/15, , 66, 48, 10, 2, 4
2014/5/16, , 58, 49, 17, 2, 7
2014/5/17, , 52, 84, 12, 2, 7
2014/5/18, , 71, 91, 8, , 7
2014/5/19, , 67, 80, 14, 2, 9
2014/5/20, , 63, 63, 9, , 8
2014/5/21, , 65, 60, 6, , 8
2014/5/22, , 71, 59, 6, , 6
2014/5/23, , 57, 53, 8, 5, 6
2014/5/24, , 41, 53, 7, 6, 7
2014/5/25, , 57, 36, 7, 6, 7
